Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
Xyp9x,8 (4),8 (3),21,57.1%,-13,42.5,-1,0.56,Astralis,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
TeSeS,26 (15),2 (1),18,82.8%,8,86.9,3,1.31,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
cadiaN,20 (4),6 (2),14,72.4%,6,72.5,4,1.24,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
refrezh,19 (10),7 (3),16,72.4%,3,74.0,-3,1.09,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
stavn,16 (6),9 (4),17,79.3%,-1,71.0,0,1.03,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
sjuush,12 (5),8 (3),18,79.3%,-6,58.4,1,0.98,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
nawwk,23 (5),3 (0),15,82.8%,8,69.8,1,1.29,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
hampus,23 (11),4 (0),19,62.1%,4,77.4,-2,1.13,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
REZ,19 (11),6 (1),20,69.0%,-1,83.0,0,1.08,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
Plopski,9 (4),10 (3),21,58.6%,-12,60.1,-2,0.7,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
ztr,8 (2),5 (0),18,62.1%,-10,31.6,-2,0.61,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
TeSeS,23 (14),5 (0),11,88.0%,12,107.1,2,1.68,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
cadiaN,21 (7),7 (3),12,80.0%,9,85.3,1,1.41,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
stavn,19 (10),4 (0),14,84.0%,5,91.6,3,1.37,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
refrezh,17 (6),5 (3),11,76.0%,6,68.8,-1,1.17,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
sjuush,13 (5),1 (1),16,76.0%,-3,51.6,0,0.96,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
nawwk,19 (5),3 (1),17,80.0%,2,81.6,1,1.09,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
hampus,18 (4),1 (0),17,56.0%,1,77.4,-2,0.96,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
ztr,11 (7),3 (0),19,64.0%,-8,56.7,0,0.67,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
Plopski,8 (5),1 (0),20,56.0%,-12,43.2,1,0.55,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
REZ,8 (5),5 (1),22,52.0%,-14,58.0,-5,0.54,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
El1an,37 (12),9 (4),33,66.0%,4,82.9,7,1.19,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
NickelBack,30 (11),6 (3),35,70.2%,-5,73.1,1,1.01,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Forester,30 (13),7 (0),30,68.1%,0,70.5,-1,0.98,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Lack1,27 (9),7 (3),30,72.3%,-3,65.3,-2,0.94,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Krad,27 (13),8 (1),32,57.4%,-5,65.2,-8,0.84,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
ropz,42 (18),8 (0),35,68.1%,7,99.1,5,1.31,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
frozen,37 (22),9 (0),32,70.2%,5,93.0,7,1.28,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
acoR,32 (6),6 (3),32,66.0%,0,67.7,-2,0.94,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Bymas,23 (8),3 (0),26,63.8%,-3,60.3,-3,0.88,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
dexter,26 (10),5 (3),28,61.7%,-2,55.1,-4,0.79,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Krad,34 (19),6 (2),26,69.4%,8,99.2,5,1.36,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
El1an,22 (4),13 (6),24,69.4%,-2,73.8,0,1.03,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Lack1,21 (8),9 (3),24,66.7%,-3,66.8,0,0.97,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Forester,27 (12),3 (2),25,61.1%,2,62.5,-3,0.96,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
NickelBack,17 (10),11 (5),26,63.9%,-9,67.1,0,0.84,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
ropz,31 (11),7 (0),23,77.8%,8,102.7,-1,1.42,mousesports,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Bymas,25 (10),6 (3),18,69.4%,7,64.9,-5,1.06,mousesports,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
frozen,25 (13),11 (1),28,61.1%,-3,91.9,1,1.05,mousesports,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
dexter,25 (14),9 (4),27,63.9%,-2,71.2,-1,0.95,mousesports,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
acoR,19 (4),7 (7),25,63.9%,-6,43.8,4,0.83,mousesports,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
frozen,19 (12),4 (0),21,78.6%,-2,85.2,4,1.16,mousesports,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
acoR,23 (6),3 (1),16,75.0%,7,61.0,-2,1.14,mousesports,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
ropz,21 (11),3 (0),18,67.9%,3,78.7,-1,1.07,mousesports,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
Bymas,15 (7),7 (2),18,67.9%,-3,71.9,0,1.0,mousesports,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
dexter,15 (6),8 (4),20,64.3%,-5,59.1,1,0.89,mousesports,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
Jackinho,28 (9),4 (1),17,78.6%,11,103.0,3,1.63,fnatic,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
JW,21 (5),0 (0),18,53.6%,3,79.9,-4,1.05,fnatic,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
Brollan,20 (15),2 (2),19,82.1%,1,71.0,1,1.04,fnatic,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
KRIMZ,12 (7),7 (0),19,67.9%,-7,67.0,-2,0.8,fnatic,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
Golden,12 (7),4 (2),20,64.3%,-8,42.8,0,0.7,fnatic,117794,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),1.05 : 1.04,15 : 13,1 : 2,Train,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,0,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
frozen,20 (9),7 (0),18,76.7%,2,78.6,0,1.22,mousesports,117797,t,16 : 14 ( 6 : 9 ) ( 10 : 5 ),1.00 : 1.07,17 : 13,2 : 0,Vertigo,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,1,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
Bymas,21 (9),6 (4),20,66.7%,1,71.7,3,1.1,mousesports,117797,t,16 : 14 ( 6 : 9 ) ( 10 : 5 ),1.00 : 1.07,17 : 13,2 : 0,Vertigo,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,1,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
ropz,21 (8),2 (0),19,66.7%,2,73.1,3,1.06,mousesports,117797,t,16 : 14 ( 6 : 9 ) ( 10 : 5 ),1.00 : 1.07,17 : 13,2 : 0,Vertigo,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,1,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
acoR,18 (5),3 (1),22,60.0%,-4,59.3,-2,0.82,mousesports,117797,t,16 : 14 ( 6 : 9 ) ( 10 : 5 ),1.00 : 1.07,17 : 13,2 : 0,Vertigo,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,1,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
dexter,20 (7),4 (2),25,60.0%,-5,79.8,0,0.81,mousesports,117797,t,16 : 14 ( 6 : 9 ) ( 10 : 5 ),1.00 : 1.07,17 : 13,2 : 0,Vertigo,Snow Sweet Snow 3,7th of April 2021,mousesports,fnatic,2,1,1,1.66 / 2.10,"1. fnatic removed Nuke
2. mousesports removed Overpass
3. fnatic picked Train
4. mousesports picked Vertigo
5. fnatic removed Dust2
6. mousesports removed Inferno
7. Mirage was left over",2347585
