Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
Lack1,22 (6),6 (1),23,74.3%,-1,70.1,-4,0.99,ex-Winstrike,117885,t,19 : 16 ( 9 : 6 ) ( 6 : 9 ) ( 4 : 1 ),1.00 : 1.10,15 : 20,4 : 1,Mirage,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,NA,1.57 / 2.25,"1. ex-Winstrike removed Inferno
2. HAVU removed Vertigo
3. ex-Winstrike picked Overpass
4. HAVU picked Nuke
5. ex-Winstrike removed Train
6. HAVU removed Dust2
7. Mirage was left over",2347738
Forester,18 (15),3 (0),26,62.9%,-8,59.6,-2,0.7,ex-Winstrike,117885,t,19 : 16 ( 9 : 6 ) ( 6 : 9 ) ( 4 : 1 ),1.00 : 1.10,15 : 20,4 : 1,Mirage,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,NA,1.57 / 2.25,"1. ex-Winstrike removed Inferno
2. HAVU removed Vertigo
3. ex-Winstrike picked Overpass
4. HAVU picked Nuke
5. ex-Winstrike removed Train
6. HAVU removed Dust2
7. Mirage was left over",2347738
Ax1Le,33 (17),3 (1),13,87.0%,20,153.0,5,2.27,Gambit,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
Hobbit,20 (10),6 (0),14,73.9%,6,97.1,0,1.44,Gambit,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
nafany,16 (6),2 (0),13,82.6%,3,72.9,2,1.28,Gambit,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
sh1ro,17 (5),6 (3),11,78.3%,6,62.0,1,1.21,Gambit,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
interz,9 (6),4 (2),13,69.6%,-4,40.7,-3,0.78,Gambit,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
dupreeh,18 (10),2 (0),18,65.2%,0,79.5,2,1.06,Astralis,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
Magisk,14 (8),4 (0),20,65.2%,-6,75.0,0,0.81,Astralis,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
Xyp9x,15 (5),3 (0),21,65.2%,-6,71.1,-1,0.8,Astralis,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
device,11 (3),4 (0),18,60.9%,-7,68.4,-2,0.77,Astralis,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
gla1ve,6 (3),4 (1),19,52.2%,-13,36.0,-4,0.39,Astralis,117849,t,16 : 7 ( 11 : 4 ) ( 5 : 3 ),1.40 : 0.76,14 : 9,2 : 1,Overpass,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,1,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
Ax1Le,28 (12),5 (1),14,89.3%,14,92.9,0,1.48,Gambit,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
sh1ro,18 (3),9 (2),13,78.6%,5,69.8,0,1.21,Gambit,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
nafany,23 (11),3 (0),20,53.6%,3,89.0,1,1.2,Gambit,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
interz,17 (10),7 (1),17,78.6%,0,66.8,-1,1.11,Gambit,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
Hobbit,18 (7),3 (1),16,60.7%,2,78.6,0,1.04,Gambit,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
gla1ve,19 (13),5 (1),20,71.4%,-1,79.4,1,1.16,Astralis,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
device,21 (10),3 (0),23,64.3%,-2,79.8,2,1.02,Astralis,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
Magisk,20 (11),4 (2),19,57.1%,1,65.2,-2,0.88,Astralis,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
dupreeh,12 (8),4 (1),21,50.0%,-9,49.6,0,0.63,Astralis,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
Xyp9x,8 (4),8 (3),21,57.1%,-13,42.5,-1,0.56,Astralis,117851,ct,16 : 12 ( 8 : 7 ) ( 8 : 5 ),1.21 : 0.85,14 : 14,0 : 1,Inferno,ESL Pro League Season 13,8th of April 2021,Gambit,Astralis,2,0,0,2.00 / 1.72,"1. Gambit removed Nuke
2. Astralis removed Mirage
3. Gambit picked Overpass
4. Astralis picked Inferno
5. Gambit removed Dust2
6. Astralis removed Train
7. Vertigo was left over",2347017
TeSeS,26 (15),2 (1),18,82.8%,8,86.9,3,1.31,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
cadiaN,20 (4),6 (2),14,72.4%,6,72.5,4,1.24,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
refrezh,19 (10),7 (3),16,72.4%,3,74.0,-3,1.09,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
stavn,16 (6),9 (4),17,79.3%,-1,71.0,0,1.03,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
sjuush,12 (5),8 (3),18,79.3%,-6,58.4,1,0.98,Heroic,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
nawwk,23 (5),3 (0),15,82.8%,8,69.8,1,1.29,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
hampus,23 (11),4 (0),19,62.1%,4,77.4,-2,1.13,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
REZ,19 (11),6 (1),20,69.0%,-1,83.0,0,1.08,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
Plopski,9 (4),10 (3),21,58.6%,-12,60.1,-2,0.7,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
ztr,8 (2),5 (0),18,62.1%,-10,31.6,-2,0.61,NIP,117844,ct,16 : 13 ( 6 : 9 ) ( 10 : 4 ),1.13 : 0.96,17 : 12,0 : 2,Inferno,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,0,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
TeSeS,23 (14),5 (0),11,88.0%,12,107.1,2,1.68,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
cadiaN,21 (7),7 (3),12,80.0%,9,85.3,1,1.41,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
stavn,19 (10),4 (0),14,84.0%,5,91.6,3,1.37,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
refrezh,17 (6),5 (3),11,76.0%,6,68.8,-1,1.17,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
sjuush,13 (5),1 (1),16,76.0%,-3,51.6,0,0.96,Heroic,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
nawwk,19 (5),3 (1),17,80.0%,2,81.6,1,1.09,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
hampus,18 (4),1 (0),17,56.0%,1,77.4,-2,0.96,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
ztr,11 (7),3 (0),19,64.0%,-8,56.7,0,0.67,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
Plopski,8 (5),1 (0),20,56.0%,-12,43.2,1,0.55,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
REZ,8 (5),5 (1),22,52.0%,-14,58.0,-5,0.54,NIP,117847,t,16 : 9 ( 7 : 8 ) ( 9 : 1 ),1.32 : 0.76,15 : 10,0 : 0,Nuke,ESL Pro League Season 13,8th of April 2021,Heroic,NIP,2,0,1,1.53 / 2.37,"1. NIP removed Vertigo
2. Heroic removed Dust2
3. NIP picked Inferno
4. Heroic picked Nuke
5. NIP removed Mirage
6. Heroic removed Overpass
7. Train was left over",2347016
El1an,37 (12),9 (4),33,66.0%,4,82.9,7,1.19,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
NickelBack,30 (11),6 (3),35,70.2%,-5,73.1,1,1.01,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Forester,30 (13),7 (0),30,68.1%,0,70.5,-1,0.98,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Lack1,27 (9),7 (3),30,72.3%,-3,65.3,-2,0.94,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Krad,27 (13),8 (1),32,57.4%,-5,65.2,-8,0.84,ex-Winstrike,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
ropz,42 (18),8 (0),35,68.1%,7,99.1,5,1.31,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
frozen,37 (22),9 (0),32,70.2%,5,93.0,7,1.28,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
acoR,32 (6),6 (3),32,66.0%,0,67.7,-2,0.94,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Bymas,23 (8),3 (0),26,63.8%,-3,60.3,-3,0.88,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
dexter,26 (10),5 (3),28,61.7%,-2,55.1,-4,0.79,mousesports,117806,ct,22 : 25 ( 7 : 8 ) ( 8 : 7 ) ( 7 : 10 ),0.99 : 1.04,22 : 25,4 : 3,Nuke,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,0,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Krad,34 (19),6 (2),26,69.4%,8,99.2,5,1.36,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
El1an,22 (4),13 (6),24,69.4%,-2,73.8,0,1.03,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Lack1,21 (8),9 (3),24,66.7%,-3,66.8,0,0.97,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
Forester,27 (12),3 (2),25,61.1%,2,62.5,-3,0.96,ex-Winstrike,117813,t,17 : 19 ( 7 : 8 ) ( 8 : 7 ) ( 2 : 4 ),1.03 : 1.06,19 : 17,1 : 2,Dust2,Snow Sweet Snow 3,7th of April 2021,ex-Winstrike,mousesports,0,2,1,2.00 / 1.72,"1. mousesports removed Overpass
2. ex-Winstrike removed Inferno
3. mousesports picked Nuke
4. ex-Winstrike picked Dust2
5. mousesports removed Vertigo
6. ex-Winstrike removed Train
7. Mirage was left over",2347587
